datetime,temp_c_max,temp_c_min,temp_c_mean,pressure_hpa_mean,pressure_hpa_min,wind_speed_max,wind_speed_mean,humidity_max,humidity_mean,precip_mm_sum,cloud_cover_mean,temp_c_max_ma3,temp_c_max_ma7,pressure_hpa_mean_ma3,pressure_hpa_mean_ma7,wind_speed_max_ma3,wind_speed_max_ma7,humidity_mean_ma3,humidity_mean_ma7,temp_c_max_lag1,precip_mm_sum_lag1,wind_speed_max_lag1,temp_c_max_lag2,precip_mm_sum_lag2,wind_speed_max_lag2,temp_c_max_lag3,precip_mm_sum_lag3,wind_speed_max_lag3,temp_grad,pressure_grad,sin_doy,cos_doy,temp_range,heat_intensity,pressure_deficit,humidity_range,wind_spike,dry_index,pressure_norm,event_heat,event_cold,event_wind,event_rain,event_extreme,target
2010-02-06,16.840149,10.264099,14.527019,994.6833,992.4908,1.8787702,1.5605279,91.6958,76.94538,0.0,0.28755096,17.235463460286457,16.101806640625,991.4297485351562,989.5385131835938,3.4746958017349243,3.689674837248666,81.8554204305013,76.43283408028739,17.84848,0.1046609,3.7525926,17.017761,1.212227,4.7927246,15.472595,0.44187236,3.7912242,-1.0083313,0.87323,0.5947266869607634,0.8039279618328213,6.57605,2.3131304,5.144775390625,14.75042,0.3182423,151.60832,1.0602983,0,0,0,0,0,0.0
2010-02-07,16.536957,9.756287,13.998759,986.6802,984.2244,2.0379808,1.3076415,84.42651,76.74862,0.0,0.8482371,17.0751953125,16.37398420061384,991.7245076497396,989.9323381696429,2.5564478635787964,3.454601066453116,77.8716049194336,77.2061037336077,16.840149,0.0,1.8787702,17.84848,0.1046609,3.7525926,17.017761,1.212227,4.7927246,-0.30319214,-8.003113,0.6084768701151261,0.7935716089521474,6.78067,2.5381975,-3.2521623883928896,7.6778946,0.7303393,157.65994,-0.37084138,0,0,0,0,0,0.0
2010-02-08,18.311523,15.128265,16.64737,977.7886,975.83826,4.983012,4.2224827,95.34538,83.967186,0.33182028,0.711873,17.229543050130207,16.844029017857142,986.3840128580729,988.2697405133929,2.9665877421696982,3.659925171307155,79.22039540608723,79.15982818603516,16.536957,0.0,2.0379808,16.840149,0.0,1.8787702,17.84848,0.1046609,3.7525926,1.7745667,-8.891602,0.6220467484408675,0.7829801036770629,3.183258,1.664154,-10.48116629464289,11.378197,0.7605295,51.036583,-1.9608632,0,0,0,0,0,0.0
2010-02-09,15.99881,12.394897,14.78304,978.49005,976.5211,5.458396,4.4372144,89.09895,75.78901,0.0,0.47220138,16.9490966796875,16.860896519252233,980.9862670898438,986.3418404715402,4.159796317418416,3.8135286569595337,78.8349380493164,80.05663081577846,18.311523,0.33182028,4.983012,16.536957,0.0,2.0379808,16.840149,0.0,1.8787702,-2.3127136,0.70147705,0.6354323008901774,0.7721565844991642,3.6039124,1.2157698,-7.851789202008945,13.309944,1.0211816,87.25429,-1.8354231,0,0,0,0,0,0.0
2010-02-10,14.164978,11.434143,13.048533,980.21674,976.77795,2.1550784,1.6315336,93.48649,89.21714,0.98009497,0.9625184,16.158437093098957,16.67409406389509,978.831787109375,985.3521118164062,4.1988288561503095,3.579793538366045,82.9911117553711,81.61260223388672,15.99881,0.0,5.458396,18.311523,0.33182028,4.983012,16.536957,0.0,2.0379808,-1.8338318,1.7266846,0.6486295610349814,0.7611042586607747,2.730835,1.1164446,-5.1353759765625,4.269348,0.5235448,29.44621,-1.5266523,0,0,0,0,0,0.0
2010-02-11,14.755035,12.539703,13.707347,980.98663,979.2781,3.0470138,2.5951498,86.059525,75.03207,0.0073861084,0.59933764,14.972941080729166,16.350847516741073,979.8978068033854,984.6650739397321,3.5534960428873696,3.330406274114336,80.01273854573567,79.66003090994698,14.164978,0.98009497,2.1550784,15.99881,0.0,5.458396,18.311523,0.33182028,4.983012,0.5900574,0.76989746,0.6616346182422783,0.7498264012045686,2.215332,1.0476885,-3.6784406389508604,11.027458,0.451864,55.312263,-1.388977,0,0,0,0,0,1.0
2010-02-12,9.732391,7.649658,8.651306,981.14264,978.50726,4.254101,3.588267,86.25403,75.34971,1.0328293,0.96450263,12.884134928385416,15.19140625,980.7820027669271,982.8554425920759,3.152064323425293,3.4020503078188216,79.86630503336589,79.00701577322823,14.755035,0.0073861084,3.0470138,14.164978,0.98009497,2.1550784,15.99881,0.0,5.458396,-5.022644,0.15600586,0.6744436188329455,0.7383263540031065,2.0827332,1.0810852,-1.7128034319196104,10.90432,0.6658337,51.33998,-1.3610797,0,1,0,1,1,0.0
2010-02-13,10.839813,8.181793,9.712595,977.4756,976.0544,2.437104,2.1693208,93.59532,83.24092,0.0,0.91054845,11.775746663411459,14.334215436662946,979.8682861328125,980.397199358259,3.246072848637899,3.4818122727530345,77.87423197428386,79.90637860979352,9.732391,1.0328293,4.254101,14.755035,0.0073861084,3.0470138,14.164978,0.98009497,2.1550784,1.1074219,-3.6670532,0.6870527672236669,0.7266075247685656,2.65802,1.1272182,-2.921613420758945,10.354401,0.26778316,44.545967,-2.0168326,0,0,0,0,0,0.0
2010-02-14,12.179474,3.4956665,8.701813,978.3361,975.13275,3.1314275,2.7254817,90.68228,79.932594,0.016679568,0.92850894,10.917226155598959,13.711717878069196,978.9847819010416,979.2051914760044,3.274210770924886,3.638018948691232,79.5077412923177,80.36123221261161,10.839813,0.0,2.437104,9.732391,1.0328293,4.254101,14.755035,0.0073861084,3.0470138,1.3396606,0.86053467,0.699458327051647,0.7146733860429609,8.683807,3.4776611,-0.8690708705356656,10.749687,0.40594578,174.26149,-1.8629494,0,0,0,0,0,1.0
2010-02-15,14.01712,11.416748,12.8073015,964.57135,963.6001,5.5898595,4.733282,91.353455,90.11026,1.3088012,0.99224275,12.345469156901041,13.098231724330358,973.4610188802084,977.3170166015625,3.719463666280111,3.7247114181518555,84.42792510986328,81.23881421770368,12.179474,0.016679568,3.1314275,10.839813,0.0,2.437104,9.732391,1.0328293,4.254101,1.8376465,-13.7647705,0.7116566222817746,0.7025274741691571,2.6003723,1.2098188,-12.74566650390625,1.2431946,0.8565774,25.717007,-4.324405,0,0,0,1,1,0.0
